,level_0,index,rating,caption,middle,reviews
856,856,856,1.0,"(Translated by Google) I am amazed at this standard shoopee express ... ask for packages in the shoopee chat and the CS telfn ... the answer is compact ... the same, no solution, should help follow up to the warehouse..sy contact the shoppe …"," I am amazed at this standard shoopee express ... ask for packages in the shoopee chat and the CS telfn ... the answer is compact ... the same, no solution, should help follow up to the warehouse..sy contact the shoppe …"," I am amazed at this standard shoopee express ... ask for packages in the shoopee chat and the CS telfn ... the answer is compact ... the same, no solution, should help follow up to the warehouse..sy contact the shoppe …"
857,857,857,1.0,(Translated by Google) The delivery is really good even though the goods are already in Bandung …, The delivery is really good even though the goods are already in Bandung …, The delivery is really good even though the goods are already in Bandung …
858,858,858,1.0,"(Translated by Google) Sorry, why, buying from a shop in Bandung, sending to Bandung took a very long time, not as expected, the delivery took a long time, thanks …"," Sorry, why, buying from a shop in Bandung, sending to Bandung took a very long time, not as expected, the delivery took a long time, thanks …"," Sorry, why, buying from a shop in Bandung, sending to Bandung took a very long time, not as expected, the delivery took a long time, thanks …"
859,859,859,1.0,(Translated by Google) I'm really sorry about using Shopee Express even though I ordered it. asked at first .. when traking it didn't move and continued in the transit hub. don't know which transit tired of waiting .. where is it hard to …, I'm really sorry about using Shopee Express even though I ordered it. asked at first .. when traking it didn't move and continued in the transit hub. don't know which transit tired of waiting .. where is it hard to …, I'm really sorry about using Shopee Express even though I ordered it. asked at first .. when traking it didn't move and continued in the transit hub. don't know which transit tired of waiting .. where is it hard to …
860,860,860,1.0,"(Translated by Google) It is not recommended to use this shopee express. My package arrived late. Even though I want to use it the next day. I just want to take it to his office, there is no number that can be contacted. I can't help …"," It is not recommended to use this shopee express. My package arrived late. Even though I want to use it the next day. I just want to take it to his office, there is no number that can be contacted. I can't help …"," It is not recommended to use this shopee express. My package arrived late. Even though I want to use it the next day. I just want to take it to his office, there is no number that can be contacted. I can't help …"
861,861,861,1.0,"(Translated by Google) One of the couriers is lazy !! I'm glad I already have a job, the work is great! Just look for the address! …"," One of the couriers is lazy !! I'm glad I already have a job, the work is great! Just look for the address! …"," One of the couriers is lazy !! I'm glad I already have a job, the work is great! Just look for the address! …"
862,862,862,1.0,"(Translated by Google) How long it takes to use Shopee Express! It's been 5 days, it hasn't arrived on jkt - it's just that. The package from Yogyakarta has arrived from kmren. This is done, the status is being sent by courier, but now it …"," How long it takes to use Shopee Express! It's been 5 days, it hasn't arrived on jkt - it's just that. The package from Yogyakarta has arrived from kmren. This is done, the status is being sent by courier, but now it …"," How long it takes to use Shopee Express! It's been 5 days, it hasn't arrived on jkt - it's just that. The package from Yogyakarta has arrived from kmren. This is done, the status is being sent by courier, but now it …"
863,863,863,1.0,(Translated by Google) the delivery took really long  (Original) …, the delivery took really long  (Original, the delivery took really long  
864,864,864,1.0,"(Translated by Google) The courier didn't know where it was, for two days the package had not arrived. 😥 if you can include the contact wa courier, so you can cod. …"," The courier didn't know where it was, for two days the package had not arrived. 😥 if you can include the contact wa courier, so you can cod. …"," The courier didn't know where it was, for two days the package had not arrived. 😥 if you can include the contact wa courier, so you can cod. …"
865,865,865,1.0,(Translated by Google) It's really bad that my package was stored and it wasn't sent to the address …, It's really bad that my package was stored and it wasn't sent to the address …, It's really bad that my package was stored and it wasn't sent to the address …
866,866,866,1.0,"(Translated by Google) My package from the 3rd until now hasn't arrived, the delivery failed on the status already 2x, what do you do, please, the item you want to use can completely fail like that …"," My package from the 3rd until now hasn't arrived, the delivery failed on the status already 2x, what do you do, please, the item you want to use can completely fail like that …"," My package from the 3rd until now hasn't arrived, the delivery failed on the status already 2x, what do you do, please, the item you want to use can completely fail like that …"
867,867,867,5.0,"(Translated by Google) Geez, there are lots of bad comments, those that are bad comments have to think about whether the address is clear or not, is there a house number or not, the number is active or not. If it is clear that even ordinary …"," Geez, there are lots of bad comments, those that are bad comments have to think about whether the address is clear or not, is there a house number or not, the number is active or not. If it is clear that even ordinary …"," Geez, there are lots of bad comments, those that are bad comments have to think about whether the address is clear or not, is there a house number or not, the number is active or not. If it is clear that even ordinary …"
